,Review,Label,Review_Clean,absa,polarity
619,unattentive service and food is blend.. enjoy 10+ staff wandering around like in a mall and noone takes initiative.. have they been trained at all?? cocktail guys live in their own superficial world…whenever you ask for another table they …,NEGATIVE,unattentive service and food is blend.. enjoy 10+ staff wandering around like in a mall and noone takes initiative.. have they been trained at all?? cocktail guys live in their own superficial world whenever you ask for another table they  ,"[['service', ['unattentive', 'blend']], ['food', []], ['staff', ['enjoy']], ['mall', []], ['noone', ['initiative']], ['..', []], ['cocktail', ['guys']], ['worldwhenever', ['own', 'superficial', 'ask']], ['ask', ['you', 'worldwhenever']], ['table', []]]","[['service', 'POSITIVE'], ['staff', 'POSITIVE'], ['noone', 'POSITIVE'], ['cocktail', 'NEUTRAL'], ['worldwhenever', 'NEGATIVE'], ['ask', 'NEUTRAL']]"
620,"Booked this place, got a confirmation and then got a call asking me to change. I offered to cancel and they agreed to original booking and also called to confirm. Then called again and tied to change the timing. Had to cancel. Terrible organisation.",NEGATIVE,"booked this place, got a confirmation and then got a call asking me to change. i offered to cancel and they agreed to original booking and also called to confirm. then called again and tied to change the timing. had to cancel. terrible organisation.","[['place', ['booked']], ['confirmation', ['got']], ['change', ['asking']], ['cancel', ['offered']], ['booking', ['original']], ['confirm', []], ['change', ['timing']], ['timing', ['change']], ['cancel', ['had']], ['organisation', ['terrible']]]","[['place', 'POSITIVE'], ['confirmation', 'POSITIVE'], ['change', 'POSITIVE'], ['cancel', 'POSITIVE'], ['booking', 'POSITIVE'], ['change', 'NEUTRAL'], ['timing', 'POSITIVE'], ['cancel', 'NEGATIVE'], ['organisation', 'NEGATIVE']]"
621,"Tuna tar was a disappointment. Avoid ordering THIS. Most sushi bar in Singapore taste much better.  Overpriced for a small portion.
Dim ambience. Food is cook at the bar counter with tiny space.Didnt finish my rib steak, dry.  Won't patron here again. Food is overrated and over priced.",NEGATIVE,"tuna tar was a disappointment. avoid ordering this. most sushi bar in singapore taste much better.  overpriced for a small portion.
dim ambience. food is cook at the bar counter with tiny space.did not finish my rib steak, dry.  will not patron here again. food is overrated and over priced.","[['tunatar', ['disappointment']], ['disappointment', ['tunatar']], ['ordering', ['avoid', 'this']], ['sushi', ['bar']], ['bar', ['most', 'sushi', 'taste']], ['taste', ['bar', 'better']], ['portion', ['small']], ['dimambience', []], ['food', ['cook']], ['cook', ['food']], ['barcounter', []], ['ribsteak', []], ['dry', []], ['patron', ['not', 'here', 'again']], ['food', []]]","[['tunatar', 'NEGATIVE'], ['disappointment', 'NEUTRAL'], ['ordering', 'NEGATIVE'], ['sushi', 'NEGATIVE'], ['bar', 'POSITIVE'], ['taste', 'POSITIVE'], ['portion', 'NEGATIVE'], ['food', 'NEGATIVE'], ['cook', 'NEGATIVE'], ['patron', 'NEGATIVE']]"
622,"I have been eating Coconut Club since they were at Ann Siang Hill, and have been supporting then throughout COVID lockdown. This is the first time I tried their food at Beach Road. I would say the standard has dropped tremendously. Firstly, …",NEGATIVE,"i have been eating coconut club since they were at ann siang hill, and have been supporting then throughout covid lockdown. this is the first time i tried their food at beach road. i would say the standard has dropped tremendously. firstly,  ","[['coconutclub', ['eating']], ['ann', ['sianghill']], ['sianghill', ['they', 'ann']], ['lockdown', ['covid']], ['timei', ['this', 'first', 'tried']], ['food', ['tried']], ['beachroad', []], ['standard', ['dropped']]]","[['coconutclub', 'POSITIVE'], ['ann', 'NEUTRAL'], ['sianghill', 'NEUTRAL'], ['lockdown', 'NEUTRAL'], ['timei', 'POSITIVE'], ['food', 'POSITIVE'], ['standard', 'NEGATIVE']]"
623,"Beef Wellington was burnt on the outside, pastry was wet and doughy on the inside! Waited close to an hour for such a disappointment!",NEGATIVE,"beef wellington was burnt on the outside, pastry was wet and doughy on the inside! waited close to an hour for such a disappointment!","[['beefwellington', []], ['burnt', []], ['pastry', ['wet']], ['wet', ['pastry']], ['doughy', []], ['hour', []], ['disappointment', []]]","[['pastry', 'NEGATIVE'], ['wet', 'NEUTRAL']]"
624,Just got the coconut milk cold brew take out at this place. I drank most of it in the car but at the remaining portion almost closed to the bottom I felt something weird touching my tongue. I stopped drinking and tried to see what’s inside …,NEGATIVE,just got the coconut milk cold brew take out at this place. i drank most of it in the car but at the remaining portion almost closed to the bottom i felt something weird touching my tongue. i stopped drinking and tried to see what s inside  ,"[['coconutmilk', ['brew']], ['cold', ['brew']], ['place', []], ['drank', ['i', 'most']], ['car', []], ['portion', ['remaining', 'closed']], ['bottomi', []], ['tongue', ['touching']], ['see', ['tried']]]","[['coconutmilk', 'NEUTRAL'], ['cold', 'NEUTRAL'], ['drank', 'NEGATIVE'], ['portion', 'NEGATIVE'], ['tongue', 'POSITIVE'], ['see', 'POSITIVE']]"
625,"My experience with Yan was a disappointment. Expectations were high due to consistent, raving reviews on various platforms, with some complaints about standard of service. Brought my wife there for her Birthday. …",NEGATIVE,"my experience with yan was a disappointment. expectations were high due to consistent, raving reviews on various platforms, with some complaints about standard of service. brought my wife there for her birthday.  ","[['experience', ['disappointment']], ['disappointment', ['experience']], ['consistent', ['reviews']], ['service', []], ['wife', ['brought']], ['birthday', []]]","[['experience', 'NEGATIVE'], ['disappointment', 'NEGATIVE'], ['consistent', 'POSITIVE'], ['wife', 'NEGATIVE']]"
626,"It was a long awaited birthday dinner at Alma.
We were meant to celebrate our anniversary early November but Alma emailed to cancel due to refurbishment and offered 10% off for next dine-in. …",NEGATIVE,"it was a long awaited birthday dinner at alma.
we were meant to celebrate our anniversary early november but alma emailed to cancel due to refurbishment and offered 10% off for next dine-in.  ",[],[]
627,"Please do not remove this post. This is an honest review based on my visit to Kok Sen on Sat, 7 September. …",NEGATIVE,"please do not remove this post. this is an honest review based on my visit to kok sen on sat, 7 september.  ","[['post', ['remove']], ['honestreview', ['this']], ['visit', []], ['kok', ['sen']], ['sen', ['kok']], ['september', []]]","[['post', 'NEGATIVE'], ['honestreview', 'NEUTRAL'], ['kok', 'NEUTRAL'], ['sen', 'NEUTRAL']]"
628,"I reserved a table online and when we got to the restaurant, they gave us a bad alfresco bar table but i specifically said it was our anniversary in the reservation . I tried to beg for a different table, they made us chAnge a few times and …",NEGATIVE,"i reserved a table online and when we got to the restaurant, they gave us a bad alfresco bar table but i specifically said it was our anniversary in the reservation . i tried to beg for a different table, they made us change a few times and  ","[['table', ['reserved']], ['online', ['reserved']], ['alfrescobar', ['bad', 'gave']], ['reservation', []], ['beg', ['tried']], ['table', ['different']]]","[['table', 'POSITIVE'], ['online', 'POSITIVE'], ['alfrescobar', 'NEGATIVE'], ['beg', 'POSITIVE'], ['table', 'POSITIVE']]"
629,"Some technical issue so my order was lost. Wanted to cancel as was rushed at lunch time but the chef started making it.so had to stay longer. One waiter kind enough to say the food was on the house, but when it came to the bill the other …",NEGATIVE,"some technical issue so my order was lost. wanted to cancel as was rushed at lunch time but the chef started making it.so had to stay longer. one waiter kind enough to say the food was on the house, but when it came to the bill the other  ","[['issue', ['technical']], ['order', []], ['cancel', ['wanted']], ['lunchtime', []], ['chef', ['started']], ['it.so', []], ['stay', []], ['waiterkind', ['enough']], ['food', ['house']], ['house', ['food']], ['bill', []]]","[['issue', 'POSITIVE'], ['cancel', 'POSITIVE'], ['chef', 'NEGATIVE'], ['waiterkind', 'POSITIVE'], ['food', 'NEUTRAL'], ['house', 'NEGATIVE']]"
630,"Overpriced food &amp; average Padang food.
I am very disappointed with the food. I’ve been to many restaurants of nasi Padang foo but this was sadly super unexpected with really bland taste. Was thinking maybe it’s the rent that’s expensive . 1/5 stars",NEGATIVE,"overpriced food &amp; average padang food.
i am very disappointed with the food. i ve been to many restaurants of nasi padang foo but this was sadly super unexpected with really bland taste. was thinking maybe it s the rent that s expensive . 1/5 stars","[['food', ['overpriced']], ['amp', []], ['padangfood', ['average']], ['food', []], ['taste', ['bland']], ['expensive', ['that', 'rent']]]","[['food', 'POSITIVE'], ['padangfood', 'NEGATIVE'], ['taste', 'NEGATIVE'], ['expensive', 'NEGATIVE']]"
631,"from the bottom of my heart, bad dining experience.. Christmas dinner set menu at $229++ tasting like a $100 meal... There are tons of steakhouses out there that easily beat this.  besides that, service crew were not professional, abruptly serve you your cutlery and food",NEGATIVE,"from the bottom of my heart, bad dining experience.. christmas dinner set menu at $229++ tasting like a $100 meal... there are tons of steakhouses out there that easily beat this.  besides that, service crew were not professional, abruptly serve you your cutlery and food","[['heart', []], ['experience', ['bad', 'dining']], ['christmasdinner', ['set']], ['meal', []], ['service', ['crew']], ['cutlery', ['serve']], ['food', []]]","[['experience', 'NEGATIVE'], ['christmasdinner', 'POSITIVE'], ['service', 'NEUTRAL'], ['cutlery', 'POSITIVE']]"
632,"Brought my mum here for her birthday dinner, but it turned out to be one of the most underwhelming and disappointing birthday meals we ever had. …",NEGATIVE,"brought my mum here for her birthday dinner, but it turned out to be one of the most underwhelming and disappointing birthday meals we ever had.  ","[['birthdaydinner', []], ['underwhelming', ['most', 'meals']], ['birthday', ['meals']]]","[['underwhelming', 'NEUTRAL'], ['birthday', 'NEUTRAL']]"
633,"Well, don't go to them, at the box office. Forgot to give a straw to the cocktail...",NEGATIVE,"well, do not go to them, at the box office. forgot to give a straw to the cocktail...","[['boxoffice', []], ['straw', ['give']], ['cocktail', []]]","[['straw', 'POSITIVE']]"
634,Hate this place as much as you can. Totally demeaning hospitality in Singapore.,NEGATIVE,hate this place as much as you can. totally demeaning hospitality in singapore.,"[['place', ['hate']], ['hospitality', ['demeaning']], ['singapore', []]]","[['place', 'NEGATIVE'], ['hospitality', 'NEGATIVE']]"
635,Queue cutting. No respect for customers.  The line means nothing.,NEGATIVE,queue cutting. no respect for customers.  the line means nothing.,"[['respect', []], ['line', ['means']], ['nothing', ['means']]]","[['line', 'POSITIVE'], ['nothing', 'POSITIVE']]"
636,Horrible service. Place falling apart. Do not recommend,NEGATIVE,horrible service. place falling apart. do not recommend,"[['service', ['horrible']], ['place', ['falling']], ['recommend', ['not']]]","[['service', 'NEGATIVE'], ['place', 'NEGATIVE'], ['recommend', 'NEGATIVE']]"
637,Waited 45 mins just for takeaway when its not crowded,NEGATIVE,waited 45 mins just for takeaway when its not crowded,[],[]
638,not gud for faimly visit. staff at gate are very rude guy today. may be try bext door resturent better. we pay mpney then why u show attitide us. tekka is better respect then u.,NEGATIVE,not gud for faimly visit. staff at gate are very rude guy today. may be try bext door resturent better. we pay mpney then why u show attitide us. tekka is better respect then u.,"[['gud', ['not']], ['visit', ['faimly']], ['staff', ['guytoday']], ['gate', []], ['rude', ['very', 'guytoday']], ['guytoday', ['staff', 'rude']], ['doorresturent', ['bext']], ['pay', ['we', 'mpney', 'then']], ['mpney', ['pay']], ['u', ['show']], ['show', ['why', 'u']], ['u', []]]","[['gud', 'NEGATIVE'], ['visit', 'NEUTRAL'], ['staff', 'NEUTRAL'], ['rude', 'POSITIVE'], ['guytoday', 'NEGATIVE'], ['doorresturent', 'NEUTRAL'], ['pay', 'POSITIVE'], ['mpney', 'POSITIVE'], ['u', 'POSITIVE'], ['show', 'NEUTRAL']]"
639,Substandard. Poor management. Unsafe.,NEGATIVE,substandard. poor management. unsafe.,"[['substandard', []], ['management', ['poor']]]","[['management', 'NEGATIVE']]"
640,"Poor &amp; bad services , no manners indeed ! Will never recommend and go again though food consider still OKAY. …",NEGATIVE,"poor &amp; bad services , no manners indeed ! will never recommend and go again though food consider still okay.  ","[['amp', []], ['foodconsider', ['okay']]]","[['foodconsider', 'POSITIVE']]"
641,I frequent the Spot quite regularly and was just there last Sat. Today I brought my friends there to celebrate a girl friend’s birthday. We ordered quite a lot of dishes and the starters and appetizers were quite good but the cheese bread …,NEGATIVE,i frequent the spot quite regularly and was just there last sat. today i brought my friends there to celebrate a girl friend s birthday. we ordered quite a lot of dishes and the starters and appetizers were quite good but the cheese bread  ,"[['spot', ['frequent']], ['sat', ['last']], ['todayi', ['brought']]]","[['spot', 'POSITIVE'], ['sat', 'NEGATIVE'], ['todayi', 'NEGATIVE']]"
642,"Lousy attitude! Wanted to order confinement meals, so I asked for the confinement menu as it’s not listed on the website. But told me to look careful again.. if I can find i wouldn’t make the call. …",NEGATIVE,"lousy attitude! wanted to order confinement meals, so i asked for the confinement menu as it s not listed on the website. but told me to look careful again.. if i can find i wouldn t make the call.  ","[['attitude', ['lousy']], ['confinementmenu', []], ['website', []], ['look', ['told', 'careful', 'again']], ['call', ['make']]]","[['attitude', 'NEGATIVE'], ['look', 'POSITIVE'], ['call', 'POSITIVE']]"
643,"The service was good. The ingredients were not fresh. The tendon was chewed from the beef, and the foie gras bread was so smelly, I lost appetite. Noodle was too salty too much peanut sauce. …",NEGATIVE,"the service was good. the ingredients were not fresh. the tendon was chewed from the beef, and the foie gras bread was so smelly, i lost appetite. noodle was too salty too much peanut sauce.  ","[['service', ['good']], ['good', ['service']], ['tendon', []], ['beef', []], ['foie', ['gras']], ['appetite', ['lost']], ['salty', ['too']], ['peanutsauce', ['noodle', 'much']]]","[['service', 'POSITIVE'], ['good', 'NEGATIVE'], ['foie', 'NEUTRAL'], ['appetite', 'NEGATIVE'], ['salty', 'NEGATIVE'], ['peanutsauce', 'POSITIVE']]"
644,"Honestly putting aside their tacky design and subpar service, the food is above average at best, and the prices here are absolutely ludicrous. To charge 29 dollars for 5 pieces of beef rendang is daylight robbery. Similar prices for their …",NEGATIVE,"honestly putting aside their tacky design and subpar service, the food is above average at best, and the prices here are absolutely ludicrous. to charge 29 dollars for 5 pieces of beef rendang is daylight robbery. similar prices for their  ","[['design', ['tacky', 'putting']], ['subparservice', []], ['food', ['average']], ['average', ['food']], ['charge', ['dollars']], ['robbery', ['daylight']]]","[['design', 'NEGATIVE'], ['food', 'NEGATIVE'], ['average', 'NEGATIVE'], ['charge', 'NEGATIVE'], ['robbery', 'NEUTRAL']]"
645,Visited for lunch on a working day between 12 30 and 1 45pm. Not a single customer . The food was a bit stale. Not the same.,NEGATIVE,visited for lunch on a working day between 12 30 and 1 45pm. not a single customer . the food was a bit stale. not the same.,"[['day', ['working']], ['customer', ['not', 'single']], ['food', ['stale']], ['bit', []]]","[['day', 'POSITIVE'], ['customer', 'NEGATIVE'], ['food', 'NEGATIVE']]"
646,"Overrated and outdated restaurant.
Facilities are old and poorly maintained.
Services are slow and without passion. I saw waitresses singing birthday song to …",NEGATIVE,"overrated and outdated restaurant.
facilities are old and poorly maintained.
services are slow and without passion. i saw waitresses singing birthday song to  ","[['restaurant', ['overrated']], ['passion', []], ['saw', ['i']], ['birthdaysong', ['singing']]]","[['restaurant', 'NEGATIVE'], ['saw', 'NEGATIVE'], ['birthdaysong', 'POSITIVE']]"
647,"Absurd queue. I have to wait 1-2 months before actually having to eat. I would've forgotten if they haven't called me. That's why I gave you one star or I would've given you zero stars. Uncooked pasta, dirty plates and undercooked meat. Is that the best you can do Gordan?",NEGATIVE,"absurd queue. i have to wait 1-2 months before actually having to eat. i would have forgotten if they have not called me. that is why i gave you one star or i would have given you zero stars. uncooked pasta, dirty plates and undercooked meat. is that the best you can do gordan?",[],[]
648,"Utterly a rip off and not worth the trip because of high prices, low quality food and mediocre service.",NEGATIVE,"utterly a rip off and not worth the trip because of high prices, low quality food and mediocre service.","[['rip', ['off']], ['worth', ['not', 'trip']], ['trip', ['worth']], ['qualityfood', ['low']], ['mediocreservice', []]]","[['rip', 'NEGATIVE'], ['worth', 'NEGATIVE'], ['trip', 'POSITIVE'], ['qualityfood', 'NEGATIVE']]"
649,"Couldn’t even let me finish my sentence when I called to book a table. The woman on the line said you need to book a week or two in advance, but I can see on the website that a table is available 3 days later. She also hung up the call in …",NEGATIVE,"couldn t even let me finish my sentence when i called to book a table. the woman on the line said you need to book a week or two in advance, but i can see on the website that a table is available 3 days later. she also hung up the call in  ","[['sentence', ['finish']], ['book', ['table']], ['table', ['book']], ['woman', ['said']], ['line', []], ['need', ['you', 'book']], ['book', ['need', 'week']], ['week', ['book']], ['advance', []], ['table', ['available']], ['hung', ['she', 'also', 'call', 'in']], ['call', ['hung']]]","[['sentence', 'POSITIVE'], ['book', 'NEUTRAL'], ['table', 'POSITIVE'], ['woman', 'POSITIVE'], ['need', 'POSITIVE'], ['book', 'NEGATIVE'], ['week', 'POSITIVE'], ['table', 'POSITIVE'], ['hung', 'POSITIVE'], ['call', 'NEGATIVE']]"
650,Food is Below average to say the least. Half the things on the menu were not available. We booked for 7:30 PM. As soon as we entered we were told that the last order will be taken at 8 pm. Not sure why it shows last order at 9 pm on their …,NEGATIVE,food is below average to say the least. half the things on the menu were not available. we booked for 7:30 pm. as soon as we entered we were told that the last order will be taken at 8 pm. not sure why it shows last order at 9 pm on their  ,"[['food', ['average']], ['half', []], ['pm', []], ['order', ['last']], ['pm', []], ['sure', ['not']], ['order', ['last', 'shows']], ['pm', []]]","[['food', 'NEGATIVE'], ['order', 'NEGATIVE'], ['sure', 'NEGATIVE'], ['order', 'POSITIVE']]"
651,A Michelin star experience is more than just the food and starts before the dinner day. This restaurant does not deserve any Michelin stars due to its horrible service. …,NEGATIVE,a michelin star experience is more than just the food and starts before the dinner day. this restaurant does not deserve any michelin stars due to its horrible service.  ,"[['michelin', ['starexperience']], ['starexperience', ['michelin', 'more']], ['food', ['just']], ['dinnerday', []], ['restaurant', ['deserve']], ['deserve', ['restaurant', 'not', 'stars']], ['michelin', ['stars']], ['service', ['horrible']]]","[['michelin', 'NEUTRAL'], ['starexperience', 'NEUTRAL'], ['food', 'POSITIVE'], ['restaurant', 'POSITIVE'], ['deserve', 'NEGATIVE'], ['michelin', 'POSITIVE'], ['service', 'NEGATIVE']]"
652,If you are thinking to do an event there forget about it. The manager canceled my birthday 15 days ago and now I need to find a place for 30 pax! Customer service is incredibly disappointing not professional at all.,NEGATIVE,if you are thinking to do an event there forget about it. the manager canceled my birthday 15 days ago and now i need to find a place for 30 pax! customer service is incredibly disappointing not professional at all.,"[['event', ['do']], ['forget', []], ['manager', ['canceled']], ['place', ['find']], ['pax', []], ['customerservice', ['disappointing']], ['professional', ['not']]]","[['event', 'NEGATIVE'], ['manager', 'NEGATIVE'], ['place', 'POSITIVE'], ['customerservice', 'NEGATIVE'], ['professional', 'NEGATIVE']]"
653,Worst food I have ever tasted in my life. Not sure how they have that much crowd. Food is horrible. Sambar and rasam are worst I have ever tasted. I cannot think of coming here again . The basic authentic taste itself is missing in every item,NEGATIVE,worst food i have ever tasted in my life. not sure how they have that much crowd. food is horrible. sambar and rasam are worst i have ever tasted. i cannot think of coming here again . the basic authentic taste itself is missing in every item,"[['foodi', ['worst', 'tasted']], ['life', []], ['crowd', ['much', 'have']], ['food', ['horrible']], ['horrible', ['food']], ['sambar', ['worst']], ['rasam', []], ['think', ['i', 'not']], ['taste', ['basic', 'authentic', 'missing']], ['item', []]]","[['foodi', 'NEGATIVE'], ['crowd', 'POSITIVE'], ['food', 'NEGATIVE'], ['horrible', 'NEGATIVE'], ['sambar', 'NEGATIVE'], ['think', 'NEGATIVE'], ['taste', 'POSITIVE']]"
654,"We made a booking for 2:15pm and had a confirmation email sent to verify our booking and informed us that there was a 15 mins grace period. We rushed from work and arrived at about 2:20pm excitedly. However, we were told by the front desk …",NEGATIVE,"we made a booking for 2:15pm and had a confirmation email sent to verify our booking and informed us that there was a 15 mins grace period. we rushed from work and arrived at about 2:20pm excitedly. however, we were told by the front desk  ","[['confirmationemail', ['a']], ['verify', []], ['booking', ['made', 'our']], ['period', ['a']], ['work', []], ['frontdesk', []]]","[['confirmationemail', 'NEGATIVE'], ['booking', 'POSITIVE'], ['period', 'NEGATIVE']]"
655,Worst experience!,NEGATIVE,worst experience!,"[['experience', ['worst']]]","[['experience', 'NEGATIVE']]"
656,Food was not great and had no flavor. Staff were rude and kept touching the food with their bare hands. Avoid this place,NEGATIVE,food was not great and had no flavor. staff were rude and kept touching the food with their bare hands. avoid this place,"[['food', ['great']], ['flavor', ['had']], ['staff', ['rude']], ['rude', ['staff']], ['food', ['touching']], ['bare', ['hands']], ['place', ['avoid']]]","[['food', 'POSITIVE'], ['flavor', 'NEGATIVE'], ['staff', 'NEGATIVE'], ['rude', 'NEUTRAL'], ['food', 'POSITIVE'], ['bare', 'POSITIVE'], ['place', 'NEGATIVE']]"
657,Food is indeed excellent but was very disappointing my lost pen was never returned. Staff is airy at times rude. Not seeing me again.,NEGATIVE,food is indeed excellent but was very disappointing my lost pen was never returned. staff is airy at times rude. not seeing me again.,"[['food', ['excellent']], ['staff', ['airy']], ['airy', ['staff']]]","[['food', 'POSITIVE'], ['staff', 'NEGATIVE'], ['airy', 'NEUTRAL']]"
658,"Really a disappointing experience. The staff “DONN” (front desk)  is rude, has 0 sense of handling customer feedback. She only knows to defend herself and not acknowledge her short comings. …",NEGATIVE,"really a disappointing experience. the staff “donn” (front desk)  is rude, has 0 sense of handling customer feedback. she only knows to defend herself and not acknowledge her short comings.  ","[['experience', ['really', 'disappointing']], ['staff', ['rude']], ['donn', []], ['desk', ['front']], ['rude', ['staff']], ['sense', ['has']], ['handling', ['customerfeedback']], ['customerfeedback', ['handling']]]","[['experience', 'NEGATIVE'], ['staff', 'NEGATIVE'], ['desk', 'NEGATIVE'], ['rude', 'NEUTRAL'], ['sense', 'NEGATIVE'], ['handling', 'NEUTRAL'], ['customerfeedback', 'NEGATIVE']]"
659,"Visted Bar-Roque Grill on the 3rd of 2018 and seriously It was such a disappointment. We arrive around 7.30pm , I ordered a hanger steak with Foie Gras, Grattin Dauphinois and chargrilled octopus with two glass of wine. We waited till …",NEGATIVE,"visted bar-roque grill on the 3rd of 2018 and seriously it was such a disappointment. we arrive around 7.30pm , i ordered a hanger steak with foie gras, grattin dauphinois and chargrilled octopus with two glass of wine. we waited till  ",[],[]
660,"Reached the queue for the ‘walk in’ line first. Another English couple did not have a reservation, but were served first. Nothing was done to resolve this. …",NEGATIVE,"reached the queue for the ‘walk in  line first. another english couple did not have a reservation, but were served first. nothing was done to resolve this.  ","[['queue', ['reached']], ['‘', []], ['line', []], ['couple', ['english', 'have']], ['reservation', ['have']], ['nothing', []], ['resolve', ['this']]]","[['queue', 'NEGATIVE'], ['couple', 'NEGATIVE'], ['reservation', 'NEGATIVE'], ['resolve', 'NEUTRAL']]"
661,Very bad experience as always. Rude attitude from the old lady at the door always!,NEGATIVE,very bad experience as always. rude attitude from the old lady at the door always!,"[['experience', ['bad']], ['attitude', ['rude', 'always']], ['lady', ['old']], ['door', []]]","[['experience', 'NEGATIVE'], ['attitude', 'NEGATIVE'], ['lady', 'POSITIVE']]"
662,"It took 50min for food to be served. The table behind us who came after us had already finished their lunch, but our food had not even been served. The staff also gave lousy and ridiculous reason about the delay by saying there were a lot …",NEGATIVE,"it took 50min for food to be served. the table behind us who came after us had already finished their lunch, but our food had not even been served. the staff also gave lousy and ridiculous reason about the delay by saying there were a lot  ","[['food', []], ['table', ['finished', 'came']], ['lunch', ['finished']], ['food', []], ['staff', ['gave']], ['reason', ['lousy', 'gave']], ['delay', []], ['lot', ['were']]]","[['table', 'POSITIVE'], ['lunch', 'POSITIVE'], ['staff', 'POSITIVE'], ['reason', 'NEGATIVE'], ['lot', 'POSITIVE']]"
663,"Worst service and experience, wine spilled because their tables were shaky, they returned with wine that was watered down and tasted terrible",NEGATIVE,"worst service and experience, wine spilled because their tables were shaky, they returned with wine that was watered down and tasted terrible","[['service', ['worst']], ['experience', []], ['wine', ['spilled', 'watered']], ['wine', ['spilled', 'watered']]]","[['service', 'NEGATIVE'], ['wine', 'NEGATIVE'], ['wine', 'NEGATIVE']]"
664,"Hard selling for expensive dishes, we were pushed to order turtle which costs almost 500 and it does not taste good, other than the steamed grouper, all the other dishes we ordered was not satisfying, will definitely think twice before visiting again. Total cost for 4 : S$1200",NEGATIVE,"hard selling for expensive dishes, we were pushed to order turtle which costs almost 500 and it does not taste good, other than the steamed grouper, all the other dishes we ordered was not satisfying, will definitely think twice before visiting again. total cost for 4 : s$1200","[['selling', ['hard']], ['orderturtle', ['costs']], ['taste', ['it', 'not', 'good', 'other']], ['grouper', ['steamed']], ['satisfying', ['dishes', 'not']], ['cost', ['total']]]","[['selling', 'NEGATIVE'], ['orderturtle', 'NEGATIVE'], ['taste', 'NEGATIVE'], ['grouper', 'NEGATIVE'], ['satisfying', 'NEGATIVE'], ['cost', 'NEUTRAL']]"
665,"Hugely Disappointed ... !!!
My husband's birthday is on 6th October.
I made reservations more than a month in advance. On 1st September to be …",NEGATIVE,"hugely disappointed ... !!!
my husband's birthday is on 6th october.
i made reservations more than a month in advance. on 1st september to be  ",[],[]
666,"Very poor experience
Grill selection plate
Pork dry and over cooked …",NEGATIVE,"very poor experience
grill selection plate
pork dry and over cooked  ","[['grillselection', ['platepork']], ['selectionplate', ['platepork']], ['platepork', ['poor', 'experiencegrill', 'grillselection', 'selectionplate', 'dry']], ['dry', ['platepork']]]","[['grillselection', 'NEUTRAL'], ['selectionplate', 'NEUTRAL'], ['platepork', 'NEGATIVE'], ['dry', 'NEUTRAL']]"
667,Don’t bother coming to this place. Overrated and overhyped. Thought that at level 40 it should have a good view but mostly blocked by other skyscrapers. Better view at Zafferano or Level33.,NEGATIVE,don t bother coming to this place. overrated and overhyped. thought that at level 40 it should have a good view but mostly blocked by other skyscrapers. better view at zafferano or level33.,"[['dont', []], ['bother', []], ['place', []], ['level', []], ['view', ['good', 'have']], ['view', ['better']], ['zafferano', []], ['level33', []]]","[['view', 'POSITIVE'], ['view', 'POSITIVE']]"
668,Non halal restaurant,NEGATIVE,non halal restaurant,"[['non', ['halalrestaurant']], ['halalrestaurant', ['non']]]","[['non', 'NEUTRAL'], ['halalrestaurant', 'NEGATIVE']]"
669,Worse restaurant service. Bad food. All bad. Edible ones are mediocre. Will never be back.,NEGATIVE,worse restaurant service. bad food. all bad. edible ones are mediocre. will never be back.,"[['restaurantservice', ['worse']], ['food', ['bad']], ['mediocre', ['ones']]]","[['restaurantservice', 'NEGATIVE'], ['food', 'NEGATIVE'], ['mediocre', 'NEUTRAL']]"
670,Food taste is not good as before. Actually we paying double the amount of what we actually ate and compares with other shops. They need to change the menu and maintain good taste too.,NEGATIVE,food taste is not good as before. actually we paying double the amount of what we actually ate and compares with other shops. they need to change the menu and maintain good taste too.,"[['foodtaste', ['good']], ['amount', ['double', 'paying']], ['need', ['they', 'change']], ['change', ['need', 'menu']], ['menu', ['change']], ['maintain', ['taste', 'too']], ['taste', ['good', 'maintain']]]","[['foodtaste', 'POSITIVE'], ['amount', 'POSITIVE'], ['need', 'POSITIVE'], ['change', 'NEGATIVE'], ['menu', 'POSITIVE'], ['maintain', 'POSITIVE'], ['taste', 'POSITIVE']]"
671,"That prawn noodle is misleading. If menu listed as tom yam, I wouldn't have ordered.
The first prawn noodle in my life that I have not finished soup and noodles till …",NEGATIVE,"that prawn noodle is misleading. if menu listed as tom yam, i would not have ordered.
the first prawn noodle in my life that i have not finished soup and noodles till  ","[['misleading', ['prawnnoodle']], ['menu', ['listed']], ['tomyam', []], ['life', []], ['soup', ['finished']]]","[['misleading', 'NEUTRAL'], ['menu', 'NEUTRAL'], ['soup', 'POSITIVE']]"
